collection,campaign,campaign_type,targeting,ad_group,keyword,match_type,bid_usd,daily_budget,language,notes
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,bajo incertidumbre libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,decisiones libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,incertidumbre libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: El emprendedor del minuto Blanchard],ASIN,0.4,0.6000000000000001,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Salud y Bienestar,Salud y Bienestar | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,2.4,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,salud y bienestar libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,habitos saludables libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,nutricion libro español,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,dormir mejor libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,estilo de vida saludable,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,libro bienestar,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,adelgazar sin dieta libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,ejercicio habitos libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Broad,Sponsored Products,Keyword,broad_seeds,reset salud libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,método reset libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,método libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,relación comida libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,comida está libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,está rota libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,relación libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,comida libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,come sin libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,sin culpa libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,azúcar libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,proteína nutriente libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,nutriente todos libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,todos subestiman libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,proteína libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,nutriente libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,subestiman libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,grasas buenas libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,buenas grasas libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,grasas malas libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,grasas libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,buenas libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,carbohidratos sin libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,sin miedo libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,carbohidratos libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,intestino manda libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,intestino libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,comer prisa libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,prisa mundo libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,mundo moderno libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | Manual Exact,Sponsored Products,Keyword,exact_titles,moderno libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Salud y Bienestar,Salud y Bienestar | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: El metodo Gabriel Jon Gabriel],ASIN,0.4,0.8,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Salud y Bienestar,Salud y Bienestar | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Come bien hoy],ASIN,0.4,0.8,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Finanzas Personales,Finanzas Personales | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,3.0,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,finanzas personales libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,como ahorrar dinero libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,invertir para principiantes libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,libertad financiera libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,deudas libro español,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,dinero libro autoayuda,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,presupuesto personal libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,independencia financiera,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,habitos financieros libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Broad,Sponsored Products,Keyword,broad_seeds,mentalidad millonaria libro,Broad,0.3,3.5,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,método libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,relación dinero libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,dinero está libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,está rota libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,rota culpa libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,culpa tuya libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,relación libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,dinero libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,dinero sucio libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,identidad financiera libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,identidad libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,financiera libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,trampa merecimiento libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,trampa libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,merecimiento libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,miedo dinero libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,precio comodidad libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,precio libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,comodidad libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,abundancia sin libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,sin postureo libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,abundancia libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,postureo libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,dejar ser libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,ser víctima libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,víctima financiera libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,víctima libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,dinero tiempo libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,tiempo libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | Manual Exact,Sponsored Products,Keyword,exact_titles,reescribe historia libro,Exact,0.45,2.5,es,Long-tail de titulos propios. Alta intención de compra.
Finanzas Personales,Finanzas Personales | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Padre rico padre pobre Kiyosaki español],ASIN,0.4,1.0,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Finanzas Personales,Finanzas Personales | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: El hombre mas rico de babilonia Clason],ASIN,0.4,1.0,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Productividad y Exito,Productividad y Exito | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,2.1,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,productividad libro español,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,gestion del tiempo libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,habitos exito libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,objetivos libro español,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,disciplina libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,procrastinacion libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,superacion personal libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Broad,Sponsored Products,Keyword,broad_seeds,exito profesional libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,método acción libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,método libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,acción libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,cerebro modo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,modo autopiloto libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,cerebro libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,autopiloto libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,creencias frenan libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,creencias libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,frenan libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,mentalidad crecimiento libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,mentalidad libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,crecimiento libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,síndrome impostor libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,síndrome libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,impostor libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,miedo éxito libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,éxito fracaso libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,fracaso libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,comparación destruye libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,comparación libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,destruye libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,resiliencia músculo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,músculo mental libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,resiliencia libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,músculo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,mental libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,autocompasión sin libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,sin excusas libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | Manual Exact,Sponsored Products,Keyword,exact_titles,autocompasión libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Productividad y Exito,Productividad y Exito | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Habitos atomicos español Clear],ASIN,0.4,0.7000000000000001,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Productividad y Exito,Productividad y Exito | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Los 7 habitos Covey],ASIN,0.4,0.7000000000000001,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Relaciones y Comunicacion,Relaciones y Comunicacion | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,2.1,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,relaciones personales libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,comunicacion libro español,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,limites relaciones libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,relaciones toxicas libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,amor y apego libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,habilidades sociales libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,pareja libro autoayuda,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Broad,Sponsored Products,Keyword,broad_seeds,familia relaciones libro,Broad,0.3,2.4499999999999997,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo vinculo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Exact,Sponsored Products,Keyword,exact_titles,vinculo libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Exact,Sponsored Products,Keyword,exact_titles,quien eres libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
Relaciones y Comunicacion,Relaciones y Comunicacion | Manual Exact,Sponsored Products,Keyword,exact_titles,eres relacion libro,Exact,0.45,1.75,es,Long-tail de titulos propios. Alta intención de compra.
