collection,language,num,title,subtitle,series_title,volume_in_series,author,description,keywords,category_1,category_2,cover_path,md_path,price_usd,price_eur,royalty_pct,net_usd,kdp_select
Finanzas Personales,es,2,El dinero no es sucio,Desmontando las creencias que te mantienen pobre,Mindset del Dinero,2,Enrique Padrón,"¿Te cuesta hablar de dinero? ¿Sientes que ganar mucho es de egoístas? Estas creencias, comunes en nuestra cultura, son el freno más eficaz para tu prosperidad. Este libro desmonta mito por mito las ideas que te mantienen pobre.

""Mientras creas que el dinero es malo, nunca tendrás suficiente.""

Lo que descubrirás:
• Los 7 mitos culturales sobre el dinero más extendidos en España
• La diferencia entre codicia y prosperidad
• Cómo neutralizar las creencias limitantes con datos reales",finanzas personales;dinero;ahorro;inversión;sucio;desmontando;creencias,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\002.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\02_El_dinero_no_es_sucio.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,3,Identidad financiera,Cómo tu identidad determina tu cuenta bancaria,Mindset del Dinero,3,Enrique Padrón,"Cada decisión financiera que tomas refleja quién crees que eres. Los que se consideran gastadores gastan. Los que se ven como personas de orden ahorran. Tu identidad financiera determina tu cuenta bancaria mucho más que tu sueldo. Aquí aprendes a cambiarla.

""Tu cuenta bancaria es el espejo más honesto de quién eres.""

Lo que descubrirás:
• Qué es la identidad financiera y cómo se forma
• Por qué los hábitos de dinero son consecuencia de la identidad, no al revés
• Cómo adoptar una nueva identidad financiera de forma sostenible",finanzas personales;dinero;ahorro;inversión;identidad;financiera;determina,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\003.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\03_Identidad_financiera.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,4,La trampa del merecimiento,Por qué crees que no mereces ganar más y cómo salir de ahí,Mindset del Dinero,4,Enrique Padrón,"Hay personas brillantes y competentes que ganan menos de la mitad de lo que deberían. No porque el mercado no las valore, sino porque ellas mismas no se valoran. La trampa del merecimiento es el convencimiento inconsciente de que tú no eres de las personas que ganan bien.

""¿Crees que no mereces ganar más? El sistema cuenta con eso.""

Lo que descubrirás:
• Por qué el síndrome del impostor afecta directamente a tus ingresos
• La conexión entre autoestima y capacidad de negociar un sueldo
• Ejercicios concretos para reescribir tu sentido del merecimiento económico",finanzas personales;dinero;ahorro;inversión;trampa;merecimiento;crees,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\004.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\04_La_trampa_del_merecimiento.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,5,Miedo al dinero,"El miedo a tener, a perder y a hablar de dinero",Mindset del Dinero,5,Enrique Padrón,"El miedo al dinero es más común de lo que crees. Miedo a tener demasiado. Miedo a perderlo todo. Miedo a que otros sepan cuánto ganas. Estos miedos operan en silencio y sabotean tus decisiones financieras. Este libro los saca a la luz para quitarles poder.

""Le tienes miedo a tenerlo. Le tienes miedo a perderlo. Le tienes miedo a hablarlo.""

Lo que descubrirás:
• Los tres miedos financieros más comunes y cómo se manifiestan
• La diferencia entre precaución inteligente y parálisis por miedo
• Cómo tomar decisiones financieras sanas incluso con incertidumbre",finanzas personales;dinero;ahorro;inversión;miedo;tener;perder,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\005.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\05_Miedo_al_dinero.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,6,El precio de la comodidad,Cómo la zona de confort económica te cuesta una fortuna,Mindset del Dinero,6,Enrique Padrón,"La zona de confort económica no parece una trampa porque se disfraza de prudencia. Pero cada decisión incómoda que aplazas tiene un precio concreto en euros. El aumento que no pediste. La tarifa que no subiste. El banco que no cambiaste.

""Quedarte donde estás también tiene un coste. Y es enorme.""

Lo que descubrirás:
• Cómo calcular el coste real de tus zonas de confort financiero
• El inventario de la comodidad: 5 acciones que llevas meses aplazando
• Por qué el antídoto no es la imprudencia sino la acción deliberada",finanzas personales;dinero;ahorro;inversión;precio;comodidad;confort,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\006.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\06_El_precio_de_la_comodidad.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,7,Abundancia sin postureo,La diferencia entre sentirse rico y serlo,Mindset del Dinero,7,Enrique Padrón,"El postureo financiero —gastar para parecer lo que no eres— es uno de los mecanismos más eficaces para no llegar nunca a la riqueza real. Abundancia sin postureo es aprender a distinguir el valor percibido del valor real.

""Hay personas que parecen ricas. Y personas que lo son. No siempre son las mismas.""

Lo que descubrirás:
• La paradoja del lujo: por qué los ricos de verdad no lo exhiben tanto
• El coste psicológico y económico del postureo en redes sociales
• Cómo construir abundancia real sin depender de la validación externa",finanzas personales;dinero;ahorro;inversión;abundancia;postureo;diferencia,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\007.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\07_Abundancia_sin_postureo.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,8,Dejar de ser víctima financiera,Cómo el sistema te perjudica y qué puedes controlar tú,Mindset del Dinero,8,Enrique Padrón,"El sistema financiero está diseñado para beneficiar a quienes ya tienen capital. Eso es real. Y quejarse es comprensible. Pero la queja no paga las facturas. Este libro separa lo que el sistema hace contra ti de lo que tú puedes controlar.

""El sistema te perjudica. Pero quedarte quejando no te ayuda.""

Lo que descubrirás:
• Las estructuras del sistema que realmente te perjudican (con datos)
• La diferencia entre víctima del sistema y protagonista dentro del sistema
• El manual del resentido productivo: usar el enfado como combustible",finanzas personales;dinero;ahorro;inversión;dejar;víctima;financiera,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\008.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\08_Dejar_de_ser_victima.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,9,El dinero y el tiempo,"Valor hora, coste de oportunidad y decisiones inteligentes",Mindset del Dinero,9,Enrique Padrón,"¿Cuánto vale tu hora? No lo que te pagan. Lo que vale de verdad. La mayoría sobrestima el coste de las cosas en dinero y subestima el coste en tiempo. Esta ecuación distorsionada explica miles de malas decisiones financieras.

""Tu tiempo vale dinero. Mucho más del que te pagan.""

Lo que descubrirás:
• Cómo calcular el valor real de tu hora de vida
• El coste de oportunidad: lo que renuncias sin saberlo con cada decisión
• Cuándo tiene sentido contratar, delegar o hacerlo tú mismo",finanzas personales;dinero;ahorro;inversión;tiempo;valor;coste,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\009.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\09_El_dinero_y_el_tiempo.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,10,Reescribe tu historia financiera,Cómo cambiar los patrones heredados de dinero,Mindset del Dinero,10,Enrique Padrón,"Todos llevamos una historia sobre el dinero que nos contamos. ""Siempre he sido un desastre con el dinero."" Estas narrativas son poderosas porque se autocumplen. Este libro te enseña a identificarlas y reescribirlas.

""Tu pasado financiero no dicta tu futuro. Pero sí tu narrativa sobre él.""

Lo que descubrirás:
• Cómo identificar la historia financiera que te has contado hasta hoy
• Por qué los patrones heredados se pueden romper (y cómo romperlos)
• El ejercicio de los tres capítulos: pasado, presente y el futuro que escribes tú",finanzas personales;dinero;ahorro;inversión;reescribe;historia;financiera,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\010.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_01_Mindset\10_Reescribe_tu_historia.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,11,Deuda Cero,El sistema bola de nieve adaptado a la realidad española,Deuda Cero,1,Enrique Padrón,"Hay un sistema para eliminar deudas que funciona incluso con ingresos normales. No requiere un sueldo extra ni vender el coche. Requiere orden, prioridad y constancia. El método bola de nieve adaptado a la realidad española, paso a paso, deuda a deuda, hasta llegar a cero.

""Llevar cinco años pagando mínimos no es pagar. Es sobrevivir la deuda.""

Lo que descubrirás:
• El método bola de nieve y el método avalancha: cuál te conviene
• Cómo liberar 200-400€ al mes que ahora se van en intereses
• El plan de Carlos: de 15.000€ de deuda a cero en 36 meses",finanzas personales;dinero;ahorro;inversión;sistema;nieve;adaptado,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\011.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\11_Deuda_Cero_El_metodo.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,12,Tarjetas de crédito,Cómo funcionan y cómo destruirlas,Deuda Cero,2,Enrique Padrón,"Las tarjetas de crédito están diseñadas para parecer convenientes mientras son devastadoras. El pago aplazado, el pago mínimo, el crédito revolving: cada característica está diseñada para maximizar los intereses que pagas.

""El plástico en tu cartera puede costarte más que tu hipoteca.""

Lo que descubrirás:
• Cómo funciona el crédito revolving y por qué nunca saldrás pagando el mínimo
• El coste real de una compra de 500€ aplazada a 24 meses
• La estrategia para salir de la tarjeta sin necesitar más deuda",finanzas personales;dinero;ahorro;inversión;tarjetas;crédito;funcionan,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\012.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\12_Tarjetas_de_credito.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,13,Hipoteca inteligente,Entender tu hipoteca y pagar menos,Deuda Cero,3,Enrique Padrón,"La hipoteca media española cuesta entre 50.000 y 100.000 euros en intereses totales. La mayoría de hipotecados no saben por qué. Este libro te enseña a leer el contrato, negociar condiciones y pagar menos.

""Tu hipoteca es la deuda más grande de tu vida. Casi nadie la entiende.""

Lo que descubrirás:
• Euríbor, diferencial y TIN vs. TAE: lo que realmente paga tu hipoteca
• Cómo negociar la hipoteca con el banco antes y después de firmar
• La amortización anticipada: cuándo hacerla y cuánto te ahorra",finanzas personales;dinero;ahorro;inversión;hipoteca;inteligente;entender,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\013.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\13_Hipoteca_inteligente.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,14,Crédito al consumo,Por qué financiar todo te arruina lentamente,Deuda Cero,4,Enrique Padrón,"El crédito al consumo está tan normalizado que parece imprescindible. No lo es. Este libro muestra el coste real de financiar el consumo y cómo salir del círculo de pagar siempre a crédito.

""Doce meses sin intereses. Excepto que sí hay intereses. Ocultos.""

Lo que descubrirás:
• El coste oculto del ""sin intereses"": cómo el comercio recupera el margen
• Por qué el coche financiado es el mayor obstáculo para la salud financiera
• La regla del dinero en mano: cómo cambiar de mentalidad de consumo",finanzas personales;dinero;ahorro;inversión;crédito;consumo;financiar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\014.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\14_Credito_al_consumo.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,15,La deuda de estudiar,Para los que empezaron la vida adulta endeudados,Deuda Cero,5,Enrique Padrón,"Los préstamos universitarios son la primera deuda que muchos jóvenes contraen, a menudo sin entender qué están firmando. Este libro es para los que empezaron endeudados: cómo gestionarla y construir un futuro financiero sobre ella.

""Empezaste la vida adulta en números rojos. Hay una salida.""

Lo que descubrirás:
• Cuándo tiene sentido pagar el préstamo universitario agresivamente vs. despacio
• Cómo combinar la deuda educativa con el fondo de emergencia
• El caso de Ana: de graduada endeudada a deuda cero en cuatro años",finanzas personales;dinero;ahorro;inversión;estudiar;empezaron;adulta,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\015.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\15_La_deuda_de_estudiar.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,16,Cuando debes a Hacienda,"Deudas fiscales, planes de pago y cómo negociar",Deuda Cero,6,Enrique Padrón,"Deber dinero a Hacienda genera un pánico que hace que la gente tome malas decisiones: esconderse, no abrir las cartas, esperar a que pase. Este libro muestra cómo funciona la deuda fiscal en España y qué opciones tienes.

""La deuda fiscal es diferente. Y hay que tratarla de forma diferente.""

Lo que descubrirás:
• Los plazos y procedimientos de la AEAT que necesitas conocer
• Cómo negociar un aplazamiento o fraccionamiento con Hacienda
• Qué pasa si no haces nada (y por qué no es una opción válida)",finanzas personales;dinero;ahorro;inversión;cuando;debes;hacienda,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\016.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\16_Cuando_debes_a_Hacienda.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,17,El efecto bola de nieve,Acelerar el pago de deudas con ingresos normales,Deuda Cero,7,Enrique Padrón,"El método bola de nieve no es solo una estrategia financiera: es psicología aplicada al dinero. Cada victoria pequeña genera motivación para la siguiente. Este libro profundiza en la mecánica y los trucos para acelerar el proceso.

""Cuando eliminas una deuda, el siguiente pago se vuelve más fácil. Y el siguiente.""

Lo que descubrirás:
• Cómo calcular tu bola de nieve actual y cuándo te quedas sin deudas
• Los atajos legítimos para acelerar el proceso sin comprometer la estabilidad
• Cómo manejar los meses en los que el sistema se rompe (porque se romperá)",finanzas personales;dinero;ahorro;inversión;efecto;nieve;acelerar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\017.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\17_El_efecto_bola_de_nieve.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,18,Vivir sin deuda en el mundo moderno,Es posible y no tienes que renunciar a todo,Deuda Cero,8,Enrique Padrón,"Vivir sin deuda en una sociedad donde el crédito está en todos los escaparates parece imposible. No lo es. Este libro muestra cómo personas con ingresos normales viven sin deuda de consumo.

""Todo el mundo tiene deudas. Excepto los que han decidido que no.""

Lo que descubrirás:
• El sistema de decisión para evitar volver a endeudarse
• Cómo comprar coche, hacer reformas y viajar sin crédito
• El fondo de objetivos: la alternativa a la financiación que casi nadie usa",finanzas personales;dinero;ahorro;inversión;vivir;mundo;moderno,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\018.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\18_Vivir_sin_deuda.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,19,La deuda que no ves,"Deudas invisibles: suscripciones, hábitos y decisiones pequeñas",Deuda Cero,9,Enrique Padrón,"Las deudas invisibles no están en una carta del banco. Están en las suscripciones que olvidaste cancelar, el seguro que pagas de más, el banco con comisiones que aceptaste sin negociar. En total pueden sumar 1.000-3.000€ al año.

""Hay deudas en tu cuenta que no se llaman deuda. Son igual de caras.""

Lo que descubrirás:
• Auditoría completa de gastos recurrentes: suscripciones, seguros, comisiones
• Cómo calcular el coste real de tus hábitos de consumo pequeños
• El método de revisión anual para mantener a cero las deudas invisibles",finanzas personales;dinero;ahorro;inversión;deudas;invisibles;suscripciones,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\019.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\19_La_deuda_que_no_ves.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,20,Reconstruir después de las deudas,Qué hacer cuando por fin llegas a cero,Deuda Cero,10,Enrique Padrón,"El día que eliminas tu última deuda es uno de los más importantes de tu vida financiera. Pero llegar a cero no es suficiente: hay que saber qué hacer después para que la situación no se repita y para construir sobre esa base limpia.

""Llegar a cero no es el final. Es el verdadero comienzo.""

Lo que descubrirás:
• Los tres primeros pasos financieros tras llegar a deuda cero
• Cómo construir el historial crediticio sano después de las deudas
• El plan de transición de ahorrador a inversor desde la deuda cero",finanzas personales;dinero;ahorro;inversión;reconstruir;después;deudas,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\020.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_02_Deuda_Cero\20_Reconstruir_despues_de_deudas.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,21,Primero págate a ti,El sistema de ahorro automático que no requiere fuerza de voluntad,Ahorro Sistemático,1,Enrique Padrón,"El ahorro por fuerza de voluntad no funciona. Funciona el ahorro automático: mover el dinero antes de que puedas gastarlo. El principio de ""págate primero"" es simple y transforma la vida financiera de cualquiera.

""Si ahorras lo que sobra, nunca sobra nada.""

Lo que descubrirás:
• Cómo configurar el sistema de ahorro automático en dos horas
• El porcentaje correcto para ahorrar según tu situación actual
• Por qué el orden de los movimientos bancarios lo cambia todo",finanzas personales;dinero;ahorro;inversión;primero;págate;sistema,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\021.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\21_Primero_pagate_a_ti.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,22,Ahorra con sueldo mínimo,Es posible. Aquí está cómo.,Ahorro Sistemático,2,Enrique Padrón,"Con el sueldo mínimo en España, ahorrar parece imposible. No lo es, pero requiere un sistema diferente al que usa alguien con ingresos altos. Este libro muestra estrategias concretas para construir un colchón financiero cuando cada euro cuenta.

""No necesitas ganar más para empezar. Necesitas un sistema.""

Lo que descubrirás:
• El sistema de sobres virtuales para ingresos muy ajustados
• Las diez áreas donde reducir gastos sin sacrificar calidad de vida
• Cómo construir un fondo de emergencia mínimo viable en seis meses",finanzas personales;dinero;ahorro;inversión;ahorra;sueldo;mínimo,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\022.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\22_Ahorra_con_sueldo_minimo.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,23,El presupuesto que sí funciona,Por qué fracasan todos los presupuestos y cómo hacer uno que no,Ahorro Sistemático,3,Enrique Padrón,"La mayoría de la gente hace un presupuesto una vez, lo abandona al mes siguiente y concluye que los presupuestos no son para ellos. El problema no es la disciplina: es el diseño.

""Los presupuestos fracasan porque están mal diseñados. Este no.""

Lo que descubrirás:
• Por qué el presupuesto tradicional de categorías falla y qué usar en cambio
• El método 50/30/20 y sus variantes para situaciones reales
• Cómo ajustar el presupuesto cuando los ingresos son irregulares",finanzas personales;dinero;ahorro;inversión;presupuesto;funciona;fracasan,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\023.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\23_El_presupuesto_que_si_funciona.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,24,Los gastos hormiga,Cómo los gastos pequeños te roban más que los grandes,Ahorro Sistemático,4,Enrique Padrón,"Los gastos pequeños y recurrentes son invisibles individualmente pero devastadores en conjunto. Este libro te enseña a hacerlos visibles, a elegir cuáles valen la pena y a eliminar los que no aportan nada.

""No es el alquiler lo que te arruina. Son los 3,50€ de cada día.""

Lo que descubrirás:
• Cómo hacer una auditoría de gastos hormiga en menos de una hora
• La diferencia entre gasto hormiga con valor y gasto hormiga por inercia
• Los 5 gastos hormiga más comunes en España y cuánto suman al año",finanzas personales;dinero;ahorro;inversión;gastos;hormiga;pequeños,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\024.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\24_Los_gastos_hormiga.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,25,Minimalismo financiero,Gastar menos sin sentirte privado de nada,Ahorro Sistemático,5,Enrique Padrón,"El minimalismo financiero no es austeridad. Es elegir gastar en lo que realmente importa y dejar de gastar en lo que no importa pero ocupaba espacio. Cuando reduces el ruido de las compras impulsivas, descubres que necesitas mucho menos.

""Gastar menos no es vivir peor. Es vivir más alineado.""

Lo que descubrirás:
• La diferencia entre minimalismo financiero y frugalidad extrema
• El ejercicio de los 30 días: comprar menos y valorar más
• Cómo rediseñar tu estilo de vida para gastar menos sin sentirte privado",finanzas personales;dinero;ahorro;inversión;minimalismo;financiero;gastar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\025.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\25_Minimalismo_financiero.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,26,Ahorro de emergencia,Construir los 3-6 meses de colchón sin agobiarse,Ahorro Sistemático,6,Enrique Padrón,"El fondo de emergencia es la primera línea de defensa financiera. Sin él, cualquier imprevisto se convierte en deuda. Este libro enseña a construirlo paso a paso, cuánto necesitas realmente y dónde guardarlo.

""Sin fondo de emergencia, una avería puede destruir años de trabajo.""

Lo que descubrirás:
• Cómo calcular exactamente cuánto necesitas en tu fondo de emergencia
• El plan de ahorro por etapas: primero el mínimo viable, luego el objetivo
• Qué cuenta usar para el fondo de emergencia y qué cuentas evitar",finanzas personales;dinero;ahorro;inversión;emergencia;construir;meses,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\026.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\26_Ahorro_de_emergencia.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,27,El poder del 1%,Mejorar las finanzas en pequeños pasos que se acumulan,Ahorro Sistemático,7,Enrique Padrón,"Los grandes cambios financieros no ocurren de golpe. Ocurren por la acumulación de mejoras pequeñas constantes. Ahorrar 10€ más al mes, reducir una suscripción, revisar un seguro: cada acción parece irrelevante. En conjunto, transforman.

""Mejorar un 1% cada semana significa ser el doble de bueno en un año.""

Lo que descubrirás:
• El efecto compuesto aplicado a los hábitos financieros (no solo al dinero)
• Las 52 acciones del 1%: una mejora financiera por semana durante un año
• Por qué el progreso lento y constante supera siempre al cambio drástico",finanzas personales;dinero;ahorro;inversión;poder;mejorar;finanzas,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\027.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\27_El_poder_del_1_por_ciento.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,28,Ahorro familiar,Finanzas del hogar con hijos y gastos compartidos,Ahorro Sistemático,8,Enrique Padrón,"Ahorrar en familia requiere sincronización, negociación y sistemas que funcionen para todos. Este libro está diseñado para familias como la de Carlos y Ana: dos ingresos, dos hijos, gastos compartidos y sueños distintos.

""Los hijos cambian las matemáticas. Pero no hacen imposible el ahorro.""

Lo que descubrirás:
• El presupuesto familiar: cómo diseñarlo para que todos se sientan representados
• Los gastos de los hijos que se pueden optimizar sin sacrificar su bienestar
• Cuenta conjunta, cuentas separadas o las dos: el modelo financiero familiar",finanzas personales;dinero;ahorro;inversión;familiar;finanzas;hogar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\028.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\28_Ahorro_familiar.md,2.99,2.99,70%,2.084,No
Finanzas Personales,es,29,El año del ahorro extremo,12 meses para transformar tu situación financiera,Ahorro Sistemático,9,Enrique Padrón,"El ahorro extremo no es para siempre. Es una herramienta temporal: doce meses de intensidad máxima para conseguir un objetivo concreto —liquidar una deuda, construir el fondo de emergencia, llegar a la entrada de una casa.

""Un año de esfuerzo enfocado puede cambiarte la vida financiera para siempre.""

Lo que descubrirás:
• Cómo definir el objetivo del año de ahorro extremo y hacer las matemáticas
• Las 20 áreas de gasto donde el ahorro extremo temporal es más efectivo
• Cómo mantener la motivación cuando el sacrificio se hace largo",finanzas personales;dinero;ahorro;inversión;extremo;meses;transformar,"Economía, Empresa y Finanzas > Finanzas Personales",Autoayuda > Éxito personal,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales/Portadas/images\029.jpg,c:\Users\usuario\Desktop\IA\Libros\Finanzas_Personales\Serie_03_Ahorro_Sistematico\29_El_anyo_del_ahorro_extremo.md,2.99,2.99,70%,2.084,No
